Company Name,Industry,Symbol,Series,ISIN Code
NBCC (India) Ltd.,CONSTRUCTION,NBCC,EQ,INE095N01031
NCC Ltd.,CONSTRUCTION,NCC,EQ,INE868B01028
NESCO Ltd.,SERVICES,NESCO,EQ,INE317F01035
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016
NLC India Ltd.,POWER,NLCINDIA,EQ,INE589A01014
NMDC Ltd.,METALS,NMDC,EQ,INE584A01023
NOCIL Ltd.,CHEMICALS,NOCIL,EQ,INE163A01018
NTPC Ltd.,POWER,NTPC,EQ,INE733E01010
Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,EQ,INE410P01011
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
National Fertilizers Ltd.,FERTILISERS & PESTICIDES,NFL,EQ,INE870D01012
Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,EQ,INE048G01026
Nestle India Ltd.,CONSUMER GOODS,NESTLEIND,EQ,INE239A01016
Network18 Media & Investments Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,NETWORK18,EQ,INE870H01013
Nilkamal Ltd.,INDUSTRIAL MANUFACTURING,NILKAMAL,EQ,INE310A01015
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,EQ,INE298J01013
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
Oil & Natural Gas Corporation Ltd.,OIL & GAS,ONGC,EQ,INE213A01029
Oil India Ltd.,OIL & GAS,OIL,EQ,INE274J01014
Oracle Financial Services Software Ltd.,IT,OFSS,EQ,INE881D01027
Orient Electric Ltd.,CONSUMER GOODS,ORIENTELEC,EQ,INE142Z01019
Orient Refractories Ltd.,INDUSTRIAL MANUFACTURING,ORIENTREF,EQ,INE743M01012
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,EQ,INE603J01030
PNB Housing Finance Ltd.,FINANCIAL SERVICES,PNBHOUSING,BE,INE572E01012
PNC Infratech Ltd.,CONSTRUCTION,PNCINFRA,EQ,INE195J01029
PVR Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,PVR,EQ,INE191H01014
Page Industries Ltd.,TEXTILES,PAGEIND,EQ,INE761H01022
Persistent Systems Ltd.,IT,PERSISTENT,EQ,INE262H01013
Petronet LNG Ltd.,OIL & GAS,PETRONET,EQ,INE347G01014
Pfizer Ltd.,PHARMA,PFIZER,EQ,INE182A01018
Phillips Carbon Black Ltd.,CHEMICALS,PHILIPCARB,EQ,INE602A01023
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,EQ,INE211B01039
Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,EQ,INE318A01026
Piramal Enterprises Ltd.,FINANCIAL SERVICES,PEL,EQ,INE140A01024
Poly Medicure Ltd.,HEALTHCARE SERVICES,POLYMED,EQ,INE205C01021
Polycab India Ltd.,INDUSTRIAL MANUFACTURING,POLYCAB,EQ,INE455K01017
Polyplex Corporation Ltd.,INDUSTRIAL MANUFACTURING,POLYPLEX,EQ,INE633B01018
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,EQ,INE134E01011
Power Grid Corporation of India Ltd.,POWER,POWERGRID,EQ,INE752E01010
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,EQ,INE811K01011
Prince Pipes and Fittings Ltd.,INDUSTRIAL MANUFACTURING,PRINCEPIPE,EQ,INE689W01016
Prism Johnson Ltd.,CEMENT & CEMENT PRODUCTS,PRSMJOHNSN,EQ,INE010A01011
Procter & Gamble Health Ltd.,PHARMA,PGHL,EQ,INE199A01012
Procter & Gamble Hygiene & Health Care Ltd.,CONSUMER GOODS,PGHH,EQ,INE179A01014
Punjab National Bank,FINANCIAL SERVICES,PNB,EQ,INE160A01022
Quess Corp Ltd.,SERVICES,QUESS,EQ,INE615P01015
RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,EQ,INE976G01028
REC Ltd.,FINANCIAL SERVICES,RECLTD,EQ,INE020B01018
RITES Ltd.,SERVICES,RITES,EQ,INE320J01015
Radico Khaitan Ltd,CONSUMER GOODS,RADICO,EQ,INE944F01028
Rail Vikas Nigam Ltd.,CONSTRUCTION,RVNL,EQ,INE415G01027
Rain Industries Ltd,CHEMICALS,RAIN,EQ,INE855B01025
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,EQ,INE343B01030
Rallis India Ltd.,FERTILISERS & PESTICIDES,RALLIS,EQ,INE613A01020
Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS & PESTICIDES,RCF,EQ,INE027A01015
Ratnamani Metals & Tubes Ltd.,METALS,RATNAMANI,EQ,INE703B01027
Raymond Ltd.,TEXTILES,RAYMOND,EQ,INE301A01014
Redington (India) Ltd.,SERVICES,REDINGTON,EQ,INE891D01026
Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,EQ,INE131B01039
Reliance Industries Ltd.,OIL & GAS,RELIANCE,EQ,INE002A01018
Responsive Industries Ltd.,CONSUMER GOODS,RESPONIND,EQ,INE688D01026
Rossari Biotech Ltd.,CHEMICALS,ROSSARI,EQ,INE02A801020
Route Mobile Ltd.,IT,ROUTE,EQ,INE450U01017
SBI Cards and Payment Services Ltd.,FINANCIAL SERVICES,SBICARD,EQ,INE018E01016
SBI Life Insurance Company Ltd.,FINANCIAL SERVICES,SBILIFE,EQ,INE123W01016
SIS Ltd.,SERVICES,SIS,EQ,INE285J01028
SJVN Ltd.,POWER,SJVN,EQ,INE002L01015
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,EQ,INE640A01023
SRF Ltd.,CHEMICALS,SRF,EQ,INE647A01010
Sanofi India Ltd.,PHARMA,SANOFI,EQ,INE058A01010
Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,EQ,INE513A01014
Schneider Electric Infrastructure Ltd.,INDUSTRIAL MANUFACTURING,SCHNEIDER,EQ,INE839M01018
Sequent Scientific Ltd.,PHARMA,SEQUENT,EQ,INE807F01027
Sharda Cropchem Ltd.,FERTILISERS & PESTICIDES,SHARDACROP,EQ,INE221J01015
Sheela Foam Ltd.,CONSUMER GOODS,SFL,EQ,INE916U01025
Shilpa Medicare Ltd.,PHARMA,SHILPAMED,EQ,INE790G01031
Shipping Corporation of India Ltd.,SERVICES,SCI,EQ,INE109A01011
Shoppers Stop Ltd.,CONSUMER SERVICES,SHOPERSTOP,EQ,INE498B01024
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,EQ,INE722A01011
Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,EQ,INE721A01013
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,EQ,INE003A01024
Sobha Ltd.,CONSTRUCTION,SOBHA,EQ,INE671H01015
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,EQ,INE343H01029
Solara Active Pharma Sciences Ltd.,PHARMA,SOLARA,EQ,INE624Z01016
Sonata Software Ltd.,IT,SONATSOFTW,EQ,INE269A01021
Spandana Sphoorty Financial Ltd.,FINANCIAL SERVICES,SPANDANA,EQ,INE572J01011
Spicejet Ltd.,SERVICES,SPICEJET,EQ,INE285B01017
Star Cement Ltd.,CEMENT & CEMENT PRODUCTS,STARCEMENT,EQ,INE460H01021
State Bank of India,FINANCIAL SERVICES,SBIN,EQ,INE062A01020
Steel Authority of India Ltd.,METALS,SAIL,EQ,INE114A01011
Sterling And Wilson Solar Ltd.,CONSTRUCTION,SWSOLAR,EQ,INE00M201021
Sterlite Technologies Ltd.,TELECOM,STLTECH,EQ,INE089C01029
Strides Pharma Science Ltd.,PHARMA,STAR,EQ,INE939A01011
Sudarshan Chemical Industries Ltd.,CHEMICALS,SUDARSCHEM,EQ,INE659A01023
Sumitomo Chemical India Ltd.,FERTILISERS & PESTICIDES,SUMICHEM,EQ,INE258G01013
Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,EQ,INE232I01014
Sun Pharmaceutical Industries Ltd.,PHARMA,SUNPHARMA,EQ,INE044A01036
Sun TV Network Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,SUNTV,EQ,INE424H01027
Sundaram Clayton Ltd.,AUTOMOBILE,SUNCLAYLTD,EQ,INE105A01035
Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,EQ,INE660A01013
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,EQ,INE387A01021
Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,EQ,INE805D01034
Suprajit Engineering Ltd.,AUTOMOBILE,SUPRAJIT,EQ,INE399C01030
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,EQ,INE195A01028
Supreme Petrochem Ltd.,CHEMICALS,SUPPETRO,BE,INE663A01017
Suven Pharmaceuticals Ltd.,PHARMA,SUVENPHAR,EQ,INE03QK01018
Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,EQ,INE040H01021
Swan Energy Ltd.,TEXTILES,SWANENERGY,EQ,INE665A01038
Symphony Ltd.,CONSUMER GOODS,SYMPHONY,EQ,INE225D01027
Syngene International Ltd.,HEALTHCARE SERVICES,SYNGENE,EQ,INE398R01022
TCI Express Ltd.,SERVICES,TCIEXP,EQ,INE586V01016
TCNS Clothing Co. Ltd.,TEXTILES,TCNSBRANDS,EQ,INE778U01029
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,EQ,INE690A01010
TV18 Broadcast Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,TV18BRDCST,EQ,INE886H01027
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023
Tanla Platforms Ltd.,IT,TANLA,BE,INE483C01032
Tasty Bite Eatables Ltd.,CONSUMER GOODS,TASTYBITE,EQ,INE488B01017
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,EQ,INE092A01019
Tata Coffee Ltd.,CONSUMER GOODS,TATACOFFEE,EQ,INE493A01027
Tata Communications Ltd.,TELECOM,TATACOMM,EQ,INE151A01013
Tata Consultancy Services Ltd.,IT,TCS,EQ,INE467B01029
Tata Consumer Products Ltd.,CONSUMER GOODS,TATACONSUM,EQ,INE192A01025
Tata Elxsi Ltd.,IT,TATAELXSI,EQ,INE670A01012
Tata Investment Corporation Ltd.,FINANCIAL SERVICES,TATAINVEST,EQ,INE672A01018
Tata Motors Ltd DVR,AUTOMOBILE,TATAMTRDVR,EQ,IN9155A01020
Tata Motors Ltd.,AUTOMOBILE,TATAMOTORS,EQ,INE155A01022
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021
Tata Steel Ltd.,METALS,TATASTEEL,EQ,INE081A01012
Teamlease Services Ltd.,SERVICES,TEAMLEASE,EQ,INE985S01024
Tech Mahindra Ltd.,IT,TECHM,EQ,INE669C01036
The New India Assurance Company Ltd.,FINANCIAL SERVICES,NIACL,EQ,INE470Y01017
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,EQ,INE152A01029
Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,EQ,INE594H01019
Timken India Ltd.,INDUSTRIAL MANUFACTURING,TIMKEN,EQ,INE325A01013
Titan Company Ltd.,CONSUMER GOODS,TITAN,EQ,INE280A01028
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,EQ,INE685A01028
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
Trent Ltd.,CONSUMER SERVICES,TRENT,EQ,INE849A01020
Trident Ltd.,TEXTILES,TRIDENT,EQ,INE064C01022
Triveni Turbine Ltd.,INDUSTRIAL MANUFACTURING,TRITURBINE,EQ,INE152M01016
Tube Investments of India Ltd.,AUTOMOBILE,TIINDIA,EQ,INE974X01010
UCO Bank,FINANCIAL SERVICES,UCOBANK,EQ,INE691A01018
UFLEX Ltd.,INDUSTRIAL MANUFACTURING,UFLEX,EQ,INE516A01017
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,EQ,INE628A01036
UTI Asset Management Company Ltd.,FINANCIAL SERVICES,UTIAMC,EQ,INE094J01016
Ujjivan Financial Services Ltd.,FINANCIAL SERVICES,UJJIVAN,EQ,INE334L01012
Ujjivan Small Finance Bank Ltd.,FINANCIAL SERVICES,UJJIVANSFB,EQ,INE551W01018
UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,EQ,INE692A01016
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,EQ,INE854D01024
V-Guard Industries Ltd.,CONSUMER GOODS,VGUARD,EQ,INE951I01027
V-Mart Retail Ltd.,CONSUMER SERVICES,VMART,EQ,INE665J01013
V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,EQ,INE054A01027
VST Industries Ltd.,CONSUMER GOODS,VSTIND,EQ,INE710A01016
Vaibhav Global Ltd.,CONSUMER SERVICES,VAIBHAVGBL,EQ,INE884A01027
Vakrangee Ltd.,IT,VAKRANGEE,EQ,INE051B01021
Valiant Organics Ltd.,CHEMICALS,VALIANTORG,EQ,INE565V01010
Vardhman Textiles Ltd.,TEXTILES,VTL,EQ,INE825A01012
Varroc Engineering Ltd.,AUTOMOBILE,VARROC,EQ,INE665L01035
Varun Beverages Ltd.,CONSUMER GOODS,VBL,EQ,INE200M01013
Vedanta Ltd.,METALS,VEDL,EQ,INE205A01025
Venky's (India) Ltd.,CONSUMER GOODS,VENKEYS,EQ,INE398A01010
Vinati Organics Ltd.,CHEMICALS,VINATIORGA,EQ,INE410B01037
Vodafone Idea Ltd.,TELECOM,IDEA,EQ,INE669E01016
Voltas Ltd.,CONSUMER GOODS,VOLTAS,EQ,INE226A01021
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,EQ,INE342J01019
Welspun Corp Ltd.,METALS,WELCORP,EQ,INE191B01025
Welspun India Ltd.,TEXTILES,WELSPUNIND,EQ,INE192B01031
Westlife Development Ltd.,CONSUMER SERVICES,WESTLIFE,EQ,INE274F01020
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,EQ,INE716A01013
Wipro Ltd.,IT,WIPRO,EQ,INE075A01022
Wockhardt Ltd.,PHARMA,WOCKPHARMA,EQ,INE049B01025
Yes Bank Ltd.,FINANCIAL SERVICES,YESBANK,EQ,INE528G01035
Zee Entertainment Enterprises Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,ZEEL,EQ,INE256A01028
Zensar Technolgies Ltd.,IT,ZENSARTECH,EQ,INE520A01027
Zydus Wellness Ltd.,CONSUMER GOODS,ZYDUSWELL,EQ,INE768C01010
eClerx Services Ltd.,IT,ECLERX,BE,INE738I01010
